item_ID,item_type,contains
22991,0,"[1,14]"
22992,3,[17]
22993,1,"[3,7,15]"
22994,0,"[2,15]"
22995,2,"[0,9,11,16]"
22996,1,"[3,12,6]"
22997,2,"[1,7,9,13]"
22998,1,"[1,10,7]"
22999,1,"[1,7,10]"
23000,0,"[4,8]"
23001,1,"[0,9,16]"
23002,1,"[4,7,6]"
23003,3,[18]
23004,2,"[3,11,7,7]"
23005,1,"[0,12,5]"
23006,1,"[4,12,6]"
23007,1,"[2,9,8]"
23008,1,"[1,14,15]"
23009,0,"[3,13]"
23010,0,"[2,5]"
23011,2,"[1,14,8,15]"
23012,2,"[4,13,9,12]"
23013,0,"[0,13]"
23014,2,"[0,12,5,16]"
23015,0,"[0,7]"
23016,3,[18]
23017,1,"[3,16,5]"
23018,2,"[4,14,15,6]"
23019,0,"[2,11]"
23020,0,"[1,11]"
23021,0,"[0,12]"
23022,0,"[1,12]"
23023,0,"[0,13]"
23024,2,"[4,10,6,7]"
23025,0,"[4,13]"
23026,1,"[2,5,15]"
23027,1,"[2,13,12]"
23028,1,"[1,8,12]"
23029,0,"[0,7]"
23030,2,"[4,6,12,12]"
23031,1,"[0,11,15]"
23032,0,"[0,14]"
23033,0,"[3,13]"
23034,3,[18]
23035,2,"[3,5,6,12]"
23036,0,"[2,15]"
23037,1,"[4,13,10]"
23038,1,"[0,7,11]"
23039,2,"[1,16,7,11]"
23040,1,"[2,12,12]"
23041,1,"[0,9,10]"
23042,0,"[0,11]"
23043,1,"[3,15,11]"
23044,2,"[3,16,15,10]"
23045,1,"[1,14,15]"
23046,1,"[1,10,8]"
23047,1,"[2,10,16]"
23048,3,[19]
23049,1,"[0,12,12]"
23050,0,"[4,6]"
23051,3,[18]
23052,2,"[0,16,13,8]"
23053,0,"[3,14]"
23054,0,"[4,5]"
23055,2,"[3,16,7,12]"
23056,2,"[3,7,8,16]"
23057,2,"[2,8,13,13]"
23058,1,"[0,5,15]"
23059,2,"[0,6,12,16]"
23060,2,"[3,15,15,16]"
23061,0,"[4,11]"
23062,2,"[3,6,8,13]"
23063,1,"[2,11,16]"
23064,0,"[3,13]"
23065,1,"[3,8,12]"
23066,0,"[1,5]"
23067,3,[19]
23068,0,"[0,5]"
23069,2,"[3,10,15,8]"
23070,2,"[2,12,11,9]"
23071,3,[17]
23072,2,"[2,14,13,14]"
23073,2,"[3,16,12,5]"
23074,2,"[2,5,16,5]"
23075,2,"[1,8,8,8]"
23076,2,"[1,5,10,8]"
23077,1,"[3,6,8]"
23078,3,[19]
23079,1,"[1,6,5]"
23080,2,"[4,8,7,11]"
23081,0,"[4,9]"
23082,1,"[0,10,9]"
23083,3,[19]
23084,1,"[1,6,6]"
23085,1,"[3,6,5]"
23086,2,"[3,10,10,8]"
23087,0,"[2,15]"
23088,1,"[3,13,7]"
23089,0,"[3,11]"
23090,1,"[1,15,5]"
23091,2,"[2,8,15,8]"
23092,1,"[3,7,8]"
23093,0,"[0,15]"
23094,1,"[0,6,6]"
23095,2,"[1,9,16,5]"
23096,2,"[0,7,6,10]"
23097,0,"[3,16]"
23098,1,"[4,8,10]"
23099,1,"[2,10,7]"
23100,0,"[1,7]"
23101,2,"[1,5,14,16]"
23102,3,[17]
23103,1,"[4,5,7]"
23104,2,"[1,12,10,9]"
23105,0,"[2,11]"
23106,0,"[0,6]"
23107,3,[18]
23108,0,"[2,7]"
23109,3,[17]
23110,2,"[1,15,6,8]"
23111,0,"[2,12]"
23112,0,"[4,13]"
23113,2,"[2,16,9,16]"
23114,0,"[1,5]"
23115,2,"[2,6,15,9]"
23116,2,"[3,11,5,7]"
23117,0,"[0,11]"
23118,0,"[2,5]"
23119,0,"[2,15]"
23120,0,"[1,14]"
23121,2,"[0,10,6,9]"
23122,0,"[1,12]"
23123,2,"[3,5,9,15]"
23124,1,"[1,13,8]"
23125,3,[18]
23126,3,[18]
23127,0,"[1,15]"
23128,0,"[0,8]"
23129,0,"[0,7]"
23130,1,"[2,9,6]"
23131,0,"[4,9]"
23132,0,"[2,5]"
23133,0,"[2,10]"
23134,0,"[3,11]"
23135,1,"[2,14,14]"
23136,1,"[3,14,14]"
23137,0,"[2,14]"
23138,0,"[1,7]"
23139,0,"[3,10]"
23140,0,"[3,8]"
23141,1,"[3,14,12]"
23142,2,"[3,6,11,12]"
23143,2,"[3,5,9,13]"
23144,1,"[4,15,15]"
23145,1,"[4,5,12]"
23146,2,"[3,12,16,9]"
23147,2,"[4,9,13,15]"
23148,0,"[1,10]"
23149,1,"[1,15,9]"
23150,0,"[1,6]"
23151,0,"[0,9]"
23152,2,"[0,7,7,10]"
23153,0,"[3,9]"
23154,1,"[4,15,6]"
23155,2,"[4,6,7,9]"
23156,0,"[0,14]"
23157,0,"[4,11]"
23158,1,"[2,7,14]"
23159,1,"[2,13,14]"
23160,1,"[2,8,7]"
23161,2,"[3,8,10,10]"
23162,1,"[4,13,15]"
23163,0,"[0,5]"
23164,1,"[1,7,14]"
23165,1,"[0,8,14]"
23166,0,"[3,5]"
23167,2,"[4,15,8,7]"
23168,2,"[4,13,15,15]"
23169,2,"[4,9,8,14]"
23170,2,"[3,12,7,13]"
23171,2,"[0,14,11,13]"
23172,1,"[1,11,12]"
23173,2,"[0,15,5,5]"
23174,3,[18]
23175,0,"[0,12]"
23176,0,"[1,12]"
23177,1,"[4,6,14]"
23178,1,"[0,6,14]"
23179,2,"[2,12,10,15]"
23180,1,"[2,12,10]"
23181,0,"[2,12]"
23182,1,"[4,14,10]"
23183,0,"[0,8]"
23184,0,"[0,5]"
23185,1,"[2,5,13]"
23186,1,"[3,6,13]"
23187,0,"[3,12]"
23188,0,"[2,8]"
23189,2,"[0,13,5,5]"
23190,3,[18]
23191,1,"[3,14,9]"
23192,1,"[1,15,13]"
23193,2,"[4,16,13,7]"
23194,2,"[0,15,14,15]"
23195,0,"[1,6]"
23196,2,"[1,13,12,8]"
23197,1,"[4,5,10]"
23198,0,"[2,8]"
23199,0,"[4,10]"
23200,1,"[0,12,9]"
23201,2,"[0,14,7,12]"
23202,2,"[3,6,16,8]"
23203,1,"[4,16,5]"
23204,1,"[3,7,13]"
23205,0,"[4,6]"
23206,2,"[1,13,12,12]"
23207,0,"[3,9]"
23208,1,"[4,13,16]"
23209,0,"[0,16]"
23210,0,"[2,15]"
23211,0,"[4,12]"
23212,1,"[3,11,9]"
23213,1,"[0,13,12]"
23214,1,"[3,8,9]"
23215,0,"[4,16]"
23216,0,"[3,10]"
23217,2,"[0,13,8,13]"
23218,0,"[1,8]"
23219,0,"[2,5]"
23220,0,"[1,15]"
23221,2,"[0,8,8,12]"
23222,1,"[4,11,16]"
23223,0,"[0,11]"
23224,1,"[3,7,5]"
23225,2,"[4,16,7,14]"
23226,0,"[3,5]"
23227,0,"[1,7]"
23228,2,"[2,11,8,13]"
23229,0,"[0,9]"
23230,2,"[4,8,16,15]"
23231,0,"[0,11]"
23232,1,"[1,16,13]"
23233,0,"[1,7]"
23234,0,"[4,9]"
23235,0,"[3,10]"
23236,1,"[3,5,16]"
23237,2,"[4,10,15,10]"
23238,1,"[2,11,16]"
23239,1,"[2,14,8]"
23240,2,"[3,5,10,13]"
23241,0,"[0,11]"
23242,1,"[2,11,15]"
23243,1,"[3,13,16]"
23244,1,"[1,13,9]"
23245,2,"[2,16,16,5]"
23246,3,[19]
23247,1,"[1,11,5]"
23248,2,"[2,16,5,15]"
23249,2,"[3,6,15,11]"
23250,0,"[0,9]"
23251,0,"[1,10]"
23252,2,"[0,14,7,15]"
23253,0,"[1,12]"
23254,2,"[4,10,8,6]"
23255,0,"[2,16]"
23256,1,"[4,13,16]"
23257,2,"[1,8,14,11]"
23258,0,"[0,7]"
23259,1,"[0,6,6]"
23260,1,"[4,14,7]"
23261,0,"[2,16]"
23262,1,"[0,14,10]"
23263,1,"[0,11,6]"
23264,0,"[1,5]"
23265,0,"[2,13]"
23266,0,"[3,14]"
23267,0,"[4,5]"
23268,0,"[2,10]"
23269,2,"[4,7,11,12]"
23270,2,"[2,11,8,13]"
23271,2,"[2,11,10,7]"
23272,1,"[3,9,10]"
23273,2,"[3,16,16,5]"
23274,3,[19]
23275,1,"[0,6,15]"
23276,0,"[1,10]"
23277,0,"[2,9]"
23278,1,"[3,5,12]"
23279,1,"[4,9,6]"
23280,2,"[3,6,16,11]"
23281,0,"[3,13]"
23282,0,"[4,6]"
23283,2,"[0,10,16,16]"
23284,2,"[4,12,11,8]"
23285,2,"[4,16,9,11]"
23286,2,"[2,8,6,8]"
23287,1,"[0,5,8]"
23288,1,"[1,12,5]"
23289,0,"[4,10]"
23290,3,[19]
23291,0,"[2,15]"
23292,1,"[3,9,14]"
23293,0,"[4,8]"
23294,1,"[4,12,9]"
23295,0,"[4,15]"
23296,1,"[2,5,11]"
23297,0,"[4,6]"
23298,0,"[0,11]"
23299,1,"[2,12,5]"
23300,1,"[3,16,15]"
23301,0,"[2,12]"
23302,1,"[0,9,13]"
23303,0,"[2,8]"
23304,0,"[4,16]"
23305,0,"[0,13]"
23306,1,"[2,15,14]"
23307,1,"[2,13,6]"
23308,0,"[1,12]"
23309,2,"[2,12,9,15]"
23310,2,"[3,13,16,10]"
23311,0,"[0,10]"
23312,2,"[0,14,15,7]"
23313,0,"[4,6]"
23314,0,"[3,16]"
23315,0,"[4,5]"
23316,0,"[3,11]"
23317,0,"[2,7]"
23318,0,"[2,13]"
23319,1,"[1,9,6]"
23320,2,"[0,9,9,5]"
23321,3,[18]
23322,0,"[2,10]"
23323,1,"[1,7,16]"
23324,0,"[3,15]"
23325,2,"[1,10,6,7]"
23326,2,"[1,11,12,9]"
23327,2,"[0,11,5,15]"
23328,1,"[2,12,16]"
23329,1,"[0,5,5]"
23330,0,"[4,7]"
23331,2,"[1,10,12,11]"
23332,1,"[3,6,6]"
23333,2,"[2,5,6,12]"
23334,0,"[4,15]"
23335,1,"[3,16,5]"
23336,1,"[2,16,16]"
23337,2,"[4,5,7,6]"
23338,0,"[1,9]"
23339,0,"[4,10]"
23340,0,"[3,10]"
23341,1,"[3,10,13]"
23342,0,"[3,9]"
23343,3,[19]
23344,2,"[3,14,5,10]"
23345,0,"[2,6]"
23346,1,"[4,6,7]"
23347,0,"[3,16]"
23348,2,"[2,13,12,7]"
23349,1,"[0,5,8]"
23350,0,"[4,12]"
23351,1,"[3,16,6]"
23352,2,"[2,16,9,9]"
23353,0,"[0,13]"
23354,0,"[4,8]"
23355,0,"[4,9]"
23356,2,"[1,8,14,8]"
23357,3,[19]
23358,3,[17]
23359,2,"[0,6,14,15]"
23360,2,"[3,6,12,16]"
23361,1,"[1,12,8]"
23362,2,"[2,14,13,8]"
23363,1,"[4,13,9]"
23364,2,"[3,16,16,6]"
23365,1,"[4,12,9]"
23366,0,"[0,12]"
23367,1,"[1,10,13]"
23368,3,[17]
23369,1,"[4,6,12]"
23370,1,"[3,9,14]"
23371,3,[17]
23372,1,"[0,9,8]"
23373,0,"[0,5]"
23374,2,"[2,5,9,15]"
23375,1,"[0,15,6]"
23376,1,"[2,15,12]"
23377,0,"[1,10]"
23378,0,"[2,15]"
23379,0,"[0,7]"
23380,2,"[1,16,16,6]"
23381,2,"[2,13,11,7]"
23382,1,"[1,15,14]"
23383,3,[17]
23384,1,"[3,14,9]"
23385,2,"[3,8,13,12]"
23386,2,"[2,9,7,14]"
23387,3,[19]
23388,0,"[2,5]"
23389,3,[19]
23390,0,"[0,9]"
23391,1,"[1,12,12]"
23392,0,"[2,12]"
23393,0,"[3,6]"
23394,1,"[1,9,5]"
23395,0,"[3,12]"
23396,2,"[1,9,12,14]"
23397,2,"[1,7,13,7]"
23398,1,"[3,15,13]"
23399,2,"[0,12,7,7]"
23400,0,"[4,8]"
23401,1,"[4,11,14]"
23402,2,"[4,11,9,6]"
23403,2,"[2,10,16,13]"
23404,2,"[0,14,7,6]"
23405,1,"[4,16,13]"
23406,0,"[3,13]"
23407,1,"[0,13,14]"
23408,2,"[3,5,14,12]"
23409,0,"[3,10]"
23410,1,"[0,5,13]"
23411,1,"[0,16,16]"
23412,1,"[2,14,5]"
23413,1,"[4,16,12]"
23414,1,"[0,14,15]"
23415,2,"[4,5,9,10]"
23416,1,"[4,14,9]"
23417,2,"[1,10,12,15]"
23418,0,"[1,11]"
23419,0,"[0,11]"
23420,0,"[0,8]"
23421,0,"[1,8]"
23422,0,"[1,12]"
23423,0,"[1,16]"
23424,1,"[3,14,15]"
23425,0,"[0,16]"
23426,0,"[2,7]"
23427,2,"[2,15,15,12]"
23428,0,"[4,10]"
23429,0,"[2,13]"
23430,2,"[1,10,5,7]"
23431,0,"[4,7]"
23432,2,"[0,13,12,10]"
23433,2,"[4,5,12,13]"
23434,1,"[2,7,5]"
23435,0,"[4,12]"
23436,0,"[4,13]"
23437,3,[18]
23438,1,"[4,15,12]"
23439,0,"[3,9]"
23440,2,"[2,11,11,14]"
23441,2,"[0,12,10,16]"
23442,1,"[0,13,12]"
23443,0,"[2,16]"
23444,1,"[1,14,7]"
23445,2,"[1,15,8,9]"
23446,2,"[4,13,7,7]"
23447,2,"[4,7,7,15]"
23448,2,"[2,8,10,12]"
23449,0,"[4,16]"
23450,1,"[2,6,16]"
23451,2,"[2,13,5,16]"
23452,0,"[1,11]"
23453,0,"[0,7]"
23454,0,"[2,5]"
23455,0,"[3,11]"
23456,2,"[2,7,12,9]"
23457,2,"[4,13,10,5]"
23458,0,"[0,15]"
23459,1,"[2,13,11]"
23460,1,"[1,13,15]"
23461,2,"[1,11,16,6]"
23462,0,"[4,7]"
23463,0,"[4,8]"
23464,1,"[3,12,11]"
23465,0,"[4,12]"
23466,0,"[2,8]"
23467,0,"[4,5]"
23468,1,"[4,15,15]"
23469,2,"[2,6,8,16]"
23470,0,"[1,13]"
23471,2,"[0,14,11,8]"
23472,0,"[2,11]"
23473,2,"[0,5,16,10]"
23474,0,"[3,15]"
23475,0,"[0,14]"
23476,0,"[0,13]"
23477,0,"[1,7]"
23478,2,"[1,6,15,15]"
23479,3,[19]
23480,2,"[3,10,14,9]"
23481,2,"[1,16,15,9]"
23482,0,"[2,5]"
23483,1,"[3,7,15]"
23484,3,[17]
23485,2,"[2,8,9,16]"
23486,2,"[3,11,11,12]"
23487,0,"[4,13]"
23488,2,"[4,10,16,5]"
23489,1,"[0,6,10]"
23490,0,"[3,12]"
23491,2,"[3,9,11,12]"
23492,2,"[1,14,16,6]"
23493,2,"[4,15,8,13]"
23494,2,"[2,11,11,11]"
23495,2,"[4,6,11,15]"
23496,1,"[1,5,5]"
23497,0,"[2,11]"
23498,2,"[1,16,6,12]"
23499,0,"[4,6]"
23500,1,"[4,11,13]"
23501,2,"[1,7,5,16]"
23502,0,"[0,12]"
23503,1,"[4,7,10]"
23504,1,"[0,11,11]"
23505,1,"[4,13,12]"
23506,1,"[1,12,6]"
23507,2,"[3,10,9,13]"
23508,1,"[0,16,7]"
23509,1,"[0,5,16]"
23510,2,"[0,6,13,12]"
23511,1,"[1,14,9]"
23512,0,"[4,6]"
23513,1,"[0,10,12]"
23514,2,"[4,8,15,15]"
23515,2,"[1,8,15,9]"
23516,2,"[3,16,15,13]"
23517,0,"[4,6]"
23518,1,"[2,10,5]"
23519,0,"[1,13]"
23520,2,"[3,8,12,14]"
23521,1,"[2,14,16]"
23522,2,"[1,11,11,6]"
23523,1,"[3,16,5]"
23524,2,"[1,15,10,16]"
23525,0,"[2,11]"
23526,1,"[1,12,13]"
23527,1,"[0,6,15]"
23528,1,"[2,6,6]"
23529,1,"[1,11,10]"
23530,2,"[3,5,10,9]"
23531,1,"[4,8,11]"
23532,1,"[2,7,7]"
23533,0,"[2,14]"
23534,0,"[1,12]"
23535,2,"[1,12,12,13]"
23536,0,"[0,13]"
23537,1,"[3,6,7]"
23538,1,"[0,8,11]"
23539,0,"[1,15]"
23540,1,"[1,15,14]"
23541,1,"[3,14,7]"
23542,2,"[2,10,10,8]"
23543,0,"[1,6]"
23544,2,"[0,14,10,10]"
23545,2,"[0,9,7,5]"
23546,2,"[2,9,14,8]"
23547,1,"[3,15,7]"
23548,0,"[1,16]"
23549,2,"[4,15,5,13]"
23550,0,"[1,9]"
23551,0,"[1,14]"
23552,2,"[0,7,10,12]"
23553,0,"[0,9]"
23554,2,"[3,11,6,15]"
23555,0,"[0,13]"
23556,0,"[2,11]"
23557,0,"[0,9]"
23558,0,"[4,13]"
23559,1,"[2,14,12]"
23560,3,[18]
23561,0,"[3,14]"
23562,0,"[1,11]"
23563,0,"[3,16]"
23564,0,"[3,12]"
23565,0,"[2,15]"
23566,0,"[1,12]"
23567,2,"[1,5,15,15]"
23568,2,"[0,6,5,15]"
23569,1,"[3,10,8]"
23570,2,"[3,12,5,13]"
23571,1,"[4,9,8]"
23572,0,"[4,16]"
23573,1,"[2,8,8]"
23574,0,"[1,15]"
23575,1,"[3,16,10]"
23576,0,"[1,12]"
23577,0,"[0,10]"
23578,1,"[1,16,14]"
23579,1,"[1,13,6]"
23580,0,"[0,15]"
23581,1,"[4,11,7]"
23582,2,"[2,12,15,7]"
23583,2,"[1,8,8,8]"
23584,0,"[4,16]"
23585,2,"[4,13,8,10]"
23586,2,"[3,9,7,10]"
23587,0,"[2,8]"
23588,0,"[3,15]"
23589,1,"[1,6,15]"
23590,2,"[2,11,11,6]"
23591,1,"[2,14,12]"
23592,3,[19]
23593,1,"[0,11,13]"
23594,0,"[1,14]"
23595,1,"[2,10,8]"
23596,3,[17]
23597,0,"[0,15]"
23598,1,"[0,8,11]"
23599,0,"[1,5]"
23600,2,"[1,16,11,5]"
23601,2,"[4,14,7,6]"
23602,0,"[1,5]"
23603,0,"[2,16]"
23604,2,"[4,15,6,10]"
23605,1,"[2,9,14]"
23606,1,"[1,10,7]"
23607,0,"[3,14]"
23608,0,"[0,13]"
23609,1,"[4,12,11]"
23610,2,"[0,9,9,10]"
23611,1,"[3,14,8]"
23612,2,"[1,14,13,10]"
23613,1,"[4,11,9]"
23614,1,"[3,16,12]"
23615,1,"[0,11,10]"
23616,0,"[0,8]"
23617,0,"[3,12]"
23618,1,"[4,11,6]"
23619,0,"[2,6]"
23620,0,"[1,16]"
23621,0,"[4,6]"
23622,1,"[0,11,5]"
23623,0,"[1,5]"
23624,2,"[2,12,11,9]"
23625,0,"[3,16]"
23626,2,"[0,5,7,9]"
23627,2,"[1,6,6,11]"
23628,2,"[2,16,5,16]"
23629,2,"[2,7,7,15]"
23630,3,[17]
23631,1,"[3,13,11]"
23632,2,"[2,6,12,7]"
23633,0,"[0,15]"
23634,0,"[1,13]"
23635,1,"[4,10,8]"
23636,1,"[0,5,13]"
23637,1,"[2,6,7]"
23638,1,"[0,11,10]"
23639,1,"[4,15,10]"
23640,2,"[1,5,7,11]"
23641,1,"[3,16,9]"
23642,2,"[4,15,10,6]"
23643,1,"[2,16,13]"
23644,1,"[1,13,13]"
23645,1,"[1,8,6]"
23646,0,"[3,10]"
23647,2,"[0,14,13,13]"
23648,0,"[3,8]"
23649,0,"[3,7]"
23650,0,"[4,12]"
23651,1,"[4,16,16]"
23652,0,"[0,9]"
23653,1,"[1,12,13]"
23654,2,"[4,8,5,14]"
23655,2,"[1,14,14,12]"
23656,0,"[3,12]"
23657,1,"[4,10,5]"
23658,2,"[3,12,7,13]"
23659,1,"[2,12,15]"
23660,0,"[3,13]"
23661,2,"[2,12,13,16]"
23662,1,"[2,12,9]"
23663,2,"[1,15,16,5]"
23664,1,"[0,16,7]"
23665,1,"[0,7,15]"
23666,0,"[2,6]"
23667,2,"[4,14,9,10]"
23668,0,"[1,5]"
23669,1,"[2,10,8]"
23670,0,"[4,13]"
23671,0,"[2,16]"
23672,0,"[0,14]"
23673,0,"[4,11]"
23674,1,"[1,10,13]"
23675,0,"[0,5]"
23676,3,[17]
23677,0,"[3,9]"
23678,1,"[3,10,6]"
23679,2,"[3,12,7,11]"
23680,2,"[0,9,11,11]"
23681,0,"[1,14]"
23682,1,"[1,9,8]"
23683,0,"[2,9]"
23684,1,"[4,7,10]"
23685,0,"[0,9]"
23686,0,"[0,15]"
23687,1,"[2,9,6]"
23688,1,"[1,8,11]"
23689,0,"[0,5]"
23690,0,"[0,5]"
23691,0,"[3,7]"
23692,2,"[4,9,8,12]"
23693,0,"[3,5]"
23694,1,"[0,11,8]"
23695,0,"[0,7]"
23696,0,"[0,16]"
23697,1,"[0,12,7]"
23698,0,"[2,15]"
23699,1,"[4,9,7]"
23700,1,"[4,13,10]"
23701,2,"[0,9,11,5]"
23702,2,"[2,14,8,6]"
23703,2,"[1,13,6,11]"
23704,0,"[2,8]"
23705,1,"[0,16,5]"
23706,2,"[2,10,9,10]"
23707,0,"[0,11]"
23708,0,"[0,6]"
23709,0,"[1,11]"
23710,1,"[3,5,15]"
23711,0,"[1,9]"
23712,2,"[1,8,13,5]"
23713,0,"[0,16]"
23714,1,"[4,12,5]"
23715,1,"[2,15,8]"
23716,2,"[1,10,6,5]"
23717,1,"[3,15,15]"
23718,1,"[3,8,13]"
23719,3,[18]
23720,0,"[3,10]"
23721,1,"[1,10,6]"
23722,2,"[3,11,14,13]"
23723,0,"[0,13]"
23724,0,"[4,5]"
23725,2,"[1,8,11,5]"
23726,0,"[3,8]"
23727,0,"[3,12]"
23728,0,"[1,15]"
23729,0,"[2,10]"
23730,1,"[0,16,15]"
23731,0,"[4,9]"
23732,1,"[3,7,6]"
23733,0,"[3,16]"
23734,0,"[4,6]"
23735,2,"[3,12,8,6]"
23736,2,"[3,16,16,14]"
23737,0,"[4,13]"
23738,2,"[3,16,12,11]"
23739,1,"[1,14,11]"
23740,0,"[4,8]"
23741,1,"[0,16,14]"
23742,0,"[2,16]"
23743,2,"[0,10,11,16]"
23744,1,"[3,6,8]"
23745,0,"[4,14]"
23746,0,"[3,10]"
23747,0,"[1,7]"
23748,0,"[1,6]"
23749,2,"[1,15,7,12]"
23750,2,"[0,6,12,13]"
23751,0,"[3,9]"
23752,1,"[3,8,9]"
23753,1,"[0,13,6]"
23754,1,"[0,12,14]"
23755,2,"[2,15,14,5]"
23756,0,"[0,13]"
23757,2,"[3,8,10,5]"
23758,0,"[4,12]"
23759,0,"[3,14]"
23760,0,"[3,13]"
23761,0,"[3,6]"
23762,3,[18]
23763,1,"[0,16,11]"
23764,2,"[3,14,11,11]"
23765,0,"[3,13]"
23766,1,"[4,6,15]"
23767,1,"[4,5,10]"
23768,0,"[3,6]"
23769,0,"[3,16]"
23770,0,"[2,16]"
23771,0,"[3,13]"
23772,1,"[0,10,9]"
23773,1,"[0,6,6]"
23774,0,"[4,9]"
23775,1,"[4,15,9]"
23776,0,"[0,14]"
23777,0,"[0,10]"
23778,2,"[4,12,7,5]"
23779,2,"[3,7,8,5]"
23780,3,[18]
23781,1,"[0,11,12]"
23782,2,"[0,6,8,12]"
23783,0,"[4,16]"
23784,3,[18]
23785,2,"[4,12,13,9]"
23786,2,"[4,9,15,12]"
23787,0,"[4,11]"
23788,1,"[2,11,14]"
23789,3,[17]
23790,1,"[3,15,14]"
23791,0,"[3,9]"
23792,3,[19]
23793,3,[17]
23794,0,"[2,14]"
23795,1,"[0,16,16]"
23796,1,"[2,6,8]"
23797,1,"[2,12,7]"
23798,0,"[4,9]"
23799,0,"[2,8]"
23800,3,[19]
23801,1,"[1,5,15]"
23802,0,"[2,6]"
23803,0,"[0,8]"
23804,2,"[1,14,9,16]"
23805,1,"[1,13,7]"
23806,1,"[2,15,9]"
23807,2,"[3,15,11,9]"
23808,1,"[1,10,9]"
23809,1,"[0,15,15]"
23810,0,"[1,9]"
23811,1,"[3,12,5]"
23812,2,"[1,7,8,16]"
23813,2,"[4,16,12,16]"
23814,0,"[3,16]"
23815,0,"[0,16]"
23816,1,"[4,5,9]"
23817,1,"[2,14,13]"
23818,1,"[0,11,8]"
23819,1,"[3,7,16]"
23820,1,"[1,9,8]"
23821,0,"[2,9]"
23822,1,"[1,6,14]"
23823,2,"[0,11,12,6]"
23824,2,"[4,7,5,11]"
23825,0,"[1,7]"
23826,2,"[4,11,11,13]"
23827,1,"[0,12,9]"
23828,1,"[4,10,13]"
23829,0,"[2,8]"
23830,0,"[3,14]"
23831,0,"[2,8]"
23832,2,"[1,16,16,7]"
23833,1,"[2,9,12]"
23834,2,"[1,16,16,12]"
23835,0,"[1,11]"
23836,0,"[3,10]"
23837,3,[19]
23838,1,"[0,13,13]"
23839,1,"[1,16,8]"
23840,2,"[3,13,7,8]"
23841,1,"[2,9,9]"
23842,0,"[1,13]"
23843,1,"[3,16,10]"
23844,0,"[2,15]"
23845,1,"[1,13,10]"
23846,2,"[0,10,7,16]"
23847,0,"[0,16]"
23848,1,"[3,7,5]"
23849,2,"[3,9,10,10]"
23850,0,"[0,8]"
23851,2,"[3,12,14,7]"
23852,1,"[3,14,10]"
23853,1,"[3,15,11]"
23854,0,"[3,6]"
23855,2,"[3,11,5,11]"
23856,2,"[4,5,7,8]"
23857,0,"[2,10]"
23858,1,"[2,16,5]"
23859,1,"[2,11,15]"
23860,3,[17]
23861,1,"[2,11,15]"
23862,0,"[3,11]"
23863,1,"[2,9,6]"
23864,0,"[4,9]"
23865,2,"[4,9,16,10]"
23866,1,"[2,11,6]"
23867,1,"[3,9,16]"
23868,0,"[3,9]"
23869,2,"[1,11,11,15]"
23870,2,"[3,9,10,9]"
23871,1,"[3,15,9]"
23872,0,"[2,9]"
23873,1,"[0,16,6]"
23874,0,"[1,14]"
23875,2,"[3,7,9,8]"
23876,2,"[2,10,14,16]"
23877,1,"[2,13,13]"
23878,0,"[0,13]"
23879,0,"[4,15]"
23880,1,"[3,13,12]"
23881,0,"[1,5]"
23882,0,"[0,13]"
23883,0,"[2,6]"
23884,1,"[3,10,9]"
23885,0,"[0,11]"
23886,1,"[3,7,8]"
23887,1,"[4,14,8]"
23888,0,"[1,15]"
23889,0,"[4,6]"
23890,1,"[2,9,13]"
23891,0,"[0,13]"
23892,0,"[3,11]"
23893,1,"[4,16,7]"
23894,0,"[0,13]"
23895,2,"[2,13,6,11]"
23896,2,"[0,16,10,8]"
23897,2,"[4,7,8,10]"
23898,0,"[2,9]"
23899,2,"[1,14,5,7]"
23900,2,"[0,6,15,6]"
23901,2,"[3,12,9,8]"
23902,1,"[3,5,12]"
23903,1,"[0,15,13]"
23904,0,"[3,13]"
23905,2,"[1,9,6,9]"
23906,0,"[4,5]"
23907,2,"[1,14,9,11]"
23908,0,"[4,7]"
23909,2,"[3,5,6,8]"
23910,1,"[4,6,15]"
23911,1,"[0,8,14]"
23912,0,"[1,7]"
23913,0,"[4,14]"
23914,2,"[4,15,7,14]"
23915,2,"[3,6,10,10]"
23916,0,"[3,14]"
23917,0,"[0,11]"
23918,0,"[1,14]"
23919,2,"[3,10,10,13]"
23920,0,"[3,14]"
23921,2,"[0,8,14,8]"
23922,0,"[1,5]"
23923,0,"[1,7]"
23924,3,[18]
23925,2,"[0,7,9,8]"
23926,0,"[1,6]"
23927,3,[18]
23928,0,"[3,10]"
23929,2,"[3,13,14,7]"
23930,0,"[0,12]"
23931,0,"[4,14]"
23932,0,"[3,13]"
23933,2,"[2,15,10,16]"
23934,3,[18]
23935,0,"[2,8]"
23936,2,"[1,9,7,11]"
23937,1,"[4,7,11]"
23938,2,"[2,15,6,9]"
23939,1,"[2,8,6]"
23940,1,"[1,11,13]"
23941,2,"[3,7,12,8]"
23942,1,"[3,15,15]"
23943,1,"[1,13,13]"
23944,0,"[3,6]"
23945,0,"[0,8]"
23946,3,[18]
23947,1,"[0,12,14]"
23948,1,"[0,16,6]"
23949,1,"[0,7,12]"
23950,0,"[0,9]"
23951,2,"[1,11,15,14]"
23952,1,"[4,5,14]"
23953,2,"[1,16,7,12]"
23954,2,"[3,12,12,6]"
23955,2,"[4,6,6,8]"
23956,2,"[0,8,12,8]"
